Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"159 Conkey Ave, Rochester, NY, 14621",159 CONKEY AVE,2018-00214148,2018,8,2330,"8/30/2018, 7:30 PM",2018,8,0630,"8/31/2018, 2:30 AM",2018,8,0830,"8/31/2018, 8:30 AM",159 CONKEY AVE,Rochester,NY,247,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,247,Clinton,7
"571 University Ave, Rochester, NY, 14607",571 UNIVERSITY AVE,2018-00215385,2018,8,1800,"8/31/2018, 2:00 PM",2018,9,0700,"9/1/2018, 3:00 AM",2018,9,1500,"9/1/2018, 3:00 PM",571 UNIVERSITY AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,245,Goodman,5
"244 Clifford Ave, Rochester, NY, 14621",244 CLIFFORD AVE,2018-00237238,2018,9,1134,"9/23/2018, 7:34 AM",2018,9,1134,"9/23/2018, 7:34 AM",2018,9,1432,"9/24/2018, 2:32 PM",244 CLIFFORD AVE,Rochester,NY,247,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,247,Clinton,7
"163 Saratoga Ave, Rochester, NY, 14608",163 SARATOGA AVE,2018-00259285,2018,10,1800,"10/19/2018, 2:00 PM",2018,10,1145,"10/20/2018, 7:45 AM",2018,10,1201,"10/20/2018, 12:01 PM",163 SARATOGA AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,271,Lake,1
"62 Robin St, Rochester, NY, 14613",62 ROBIN ST,2018-00212967,2018,8,2215,"8/29/2018, 6:15 PM",2018,8,2300,"8/29/2018, 7:00 PM",2018,8,2305,"8/29/2018, 11:05 PM",62 ROBIN ST,Rochester,NY,241,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Yard,241,Lake,1
"119 State St, Rochester, NY, 14614",119 STATE ST,2018-00231533,2018,9,1300,"9/18/2018, 9:00 AM",2018,9,1300,"9/18/2018, 9:00 AM",2018,9,1453,"9/18/2018, 2:53 PM",119 STATE ST,Rochester,NY,209,Central,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,209,Central,9
"331 Rutgers St, Rochester, NY, 14607",331 RUTGERS ST,2018-00260980,2018,10,0800,"10/9/2018, 4:00 AM",2018,10,1700,"10/12/2018, 1:00 PM",2018,10,1527,"10/22/2018, 3:27 PM",331 RUTGERS ST,Rochester,NY,265,Goodman,Missing Person Located,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,265,Goodman,5
"108 Elm St, Rochester, NY, 14604",108 ELM ST,2018-00211120,2018,8,0319,"8/27/2018, 11:19 PM",2018,8,0319,"8/27/2018, 11:19 PM",2018,8,0319,"8/28/2018, 3:19 AM",108 ELM ST,***,NY,***,***,Cleared by Arrest - Juvenile,PL ,155.30   ,05    ,4,E,F,Larceny,Grand Larceny 4th: Property Taken From Person               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
"1064 Clifford Ave, Rochester, NY, 14621",1064 CLIFFORD AVE,2018-00246701,2018,10,2330,"10/4/2018, 7:30 PM",2018,10,0800,"10/5/2018, 4:00 AM",2018,10,1215,"10/5/2018, 12:15 PM",1064 CLIFFORD AVE,Rochester,NY,257,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,257,Clinton,7
"51 Somerset St, Rochester, NY, 14611",51 SOMERSET ST,2018-00214911,2018,8,2100,"8/31/2018, 5:00 PM",2018,9,1000,"9/1/2018, 6:00 AM",2018,9,1000,"9/8/2018, 10:00 AM",51 SOMERSET ST,Rochester,NY,203,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,203,Genesee,3
"317 Sherman St, Rochester, NY, 14606",317 SHERMAN ST,2018-00224630,2018,9,1200,"9/7/2018, 8:00 AM",2018,9,1200,"9/7/2018, 8:00 AM",2018,9,1513,"9/11/2018, 3:13 PM",317 SHERMAN ST,Rochester,NY,261,Lake,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,261,Lake,1
"61 Grand Ave, Rochester, NY, 14609",61 GRAND AVE,2018-00212822,2018,8,1952,"8/29/2018, 3:52 PM",2018,8,1952,"8/29/2018, 3:52 PM",2018,8,1952,"8/29/2018, 7:52 PM",61 GRAND AVE,Rochester,NY,225,Goodman,Warrant Application,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,225,Goodman,5
"491 Bay St, Rochester, NY, 14609",491 BAY ST,2018-00237669,2018,9,0043,"9/24/2018, 8:43 PM",2018,9,0043,"9/24/2018, 8:43 PM",2018,9,0043,"9/25/2018, 12:43 AM",491 BAY ST,Rochester,NY,297,Clinton,Cleared by Arrest - Adult,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,297,Clinton,7
"384 East Ave, Rochester, NY, 14607",384 EAST AVE,2018-00254284,2018,10,2345,"10/13/2018, 7:45 PM",2018,10,0700,"10/14/2018, 3:00 AM",2018,10,1054,"10/14/2018, 10:54 AM",384 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,219,Central,9
"152 Manor Pkwy, Rochester, NY, 14620",152 MANOR PKWY,2018-00260872,2018,10,1600,"10/19/2018, 12:00 PM",2018,10,2300,"10/19/2018, 7:00 PM",2018,10,1501,"10/22/2018, 3:01 PM",152 MANOR PKWY,Rochester,NY,265,Goodman,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Residential Facility,265,Goodman,5
"567 W Main St, Rochester, NY, 14608",567 W MAIN ST,2018-00224229,2018,9,0204,"9/10/2018, 10:04 PM",2018,9,0204,"9/10/2018, 10:04 PM",2018,9,0204,"9/11/2018, 2:04 AM",567 W MAIN ST,Rochester,NY,213,Genesee,Cleared by Arrest - Adult,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Gas Station,213,Genesee,3
"567 W Main St, Rochester, NY, 14608",567 W MAIN ST,2018-00216737,2018,9,0150,"9/2/2018, 9:50 PM",2018,9,0150,"9/2/2018, 9:50 PM",2018,9,0200,"9/3/2018, 2:00 AM",567 W MAIN ST,Rochester,NY,213,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Variety/Convenience Store,213,Genesee,3
"515 Jefferson Ave, Rochester, NY, 14611",515 JEFFERSON AVE,2018-00242115,2018,9,2131,"9/29/2018, 5:31 PM",2018,9,2131,"9/29/2018, 5:31 PM",2018,9,2131,"9/29/2018, 9:31 PM",515 JEFFERSON AVE,Rochester,NY,233,Genesee,Cleared by Arrest - Adult,PL ,165.06   ,      ,2,E,F,Motor Vehicle Theft,Unauthorized Use of Vehicle 2nd                             ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,233,Genesee,3
"13 Galusha St, Rochester, NY, 14605",13 GALUSHA ST,2018-00228506,2018,9,0200,"9/14/2018, 10:00 PM",2018,9,0900,"9/15/2018, 5:00 AM",2018,9,0900,"9/15/2018, 9:00 AM",13 GALUSHA ST,Rochester,NY,277,Clinton,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,277,Clinton,7
"282 Dartmouth St, Rochester, NY, 14607",282 DARTMOUTH ST,2018-00247534,2018,10,2200,"10/5/2018, 6:00 PM",2018,10,1159,"10/6/2018, 7:59 AM",2018,10,1159,"10/6/2018, 11:59 AM",282 DARTMOUTH ST,Rochester,NY,245,Goodman,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,245,Goodman,5
"8 Bay St, Rochester, NY, 14605",8 BAY ST,2018-00215826,2018,9,0013,"9/1/2018, 8:13 PM",2018,9,0013,"9/1/2018, 8:13 PM",2018,9,0013,"9/2/2018, 12:13 AM",8 BAY ST,Rochester,NY,267,Clinton,Field,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,267,Clinton,7
"89 Champlain St, Rochester, NY, 14608",89 CHAMPLAIN ST,2018-00228912,2018,9,0300,"9/12/2018, 11:00 PM",2018,9,0300,"9/12/2018, 11:00 PM",2018,9,1534,"9/15/2018, 3:34 PM",89 CHAMPLAIN ST,Rochester,NY,233,Genesee,Warrant Advised,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Yard,233,Genesee,3
"256 Ormond St, Rochester, NY, 14605",256 ORMOND ST,2018-00239694,2018,9,2030,"9/26/2018, 4:30 PM",2018,9,0821,"9/27/2018, 4:21 AM",2018,9,0821,"9/27/2018, 8:21 AM",256 ORMOND ST,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,287,Clinton,7
"25 Ritz St, Rochester, NY, 14605",25 RITZ ST,2018-00256181,2018,9,1200,"9/14/2018, 8:00 AM",2018,10,1815,"10/16/2018, 2:15 PM",2018,10,1815,"10/16/2018, 6:15 PM",25 RITZ ST,Rochester,NY,297,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,297,Clinton,7
"1 Finch St, Rochester, NY, 14613",1 FINCH ST,2018-00226315,2018,9,0258,"9/12/2018, 10:58 PM",2018,9,0258,"9/12/2018, 10:58 PM",2018,9,0258,"9/13/2018, 2:58 AM",1 FINCH ST,Rochester,NY,241,Lake,Cleared by Arrest - Adult,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,241,Lake,1
"42 Ripley St, Rochester, NY, 14609",42 RIPLEY ST,2018-00214142,2018,8,1800,"8/29/2018, 2:00 PM",2018,8,1800,"8/29/2018, 2:00 PM",2018,8,0828,"8/31/2018, 8:28 AM",42 RIPLEY ST,Rochester,NY,215,Goodman,Warrant Application,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,215,Goodman,5
"301 Parkway, Rochester, NY, 14608",301 PARKWAY,2018-00259356,2018,10,1403,"10/20/2018, 10:03 AM",2018,10,1403,"10/20/2018, 10:03 AM",2018,10,1403,"10/20/2018, 2:03 PM",301 PARKWAY,Rochester,NY,271,Lake,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,271,Lake,1
"38 Emerson St, Rochester, NY, 14613",38 EMERSON ST,2018-00211162,2018,8,0550,"8/28/2018, 1:50 AM",2018,8,0550,"8/28/2018, 1:50 AM",2018,8,0622,"8/28/2018, 6:22 AM",38 EMERSON ST,Rochester,NY,271,Lake,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,271,Lake,1
"95 Hollister St, Rochester, NY, 14605",95 HOLLISTER ST,2018-00253365,2018,10,0025,"10/12/2018, 8:25 PM",2018,10,0030,"10/12/2018, 8:30 PM",2018,10,0117,"10/13/2018, 1:17 AM",95 HOLLISTER ST,Rochester,NY,277,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,277,Clinton,7
"892 N Clinton Ave, Rochester, NY, 14621",892 N CLINTON AVE,2018-00260260,2018,10,1726,"10/21/2018, 1:26 PM",2018,10,1726,"10/21/2018, 1:26 PM",2018,10,1726,"10/21/2018, 5:26 PM",892 N CLINTON AVE,Rochester,NY,247,Clinton,Field,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,247,Clinton,7
"880 E Main St, Rochester, NY, 14605",880 E MAIN ST,2018-00213625,2018,8,1530,"8/29/2018, 11:30 AM",2018,8,0030,"8/29/2018, 8:30 PM",2018,8,1646,"8/30/2018, 4:46 PM",880 E MAIN ST,Rochester,NY,225,Goodman,Warrant Advised,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,225,Goodman,5
"35 Madison St, Rochester, NY, 14608",35 MADISON ST,2018-00244603,2018,10,2330,"10/2/2018, 7:30 PM",2018,10,2330,"10/2/2018, 7:30 PM",2018,10,2330,"10/2/2018, 11:30 PM",35 MADISON ST,Rochester,NY,213,Genesee,Warrant Application,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Street,213,Genesee,3
"519 Joseph Ave, Rochester, NY, 14605",519 JOSEPH AVE,2018-00232563,2018,9,1400,"9/19/2018, 10:00 AM",2018,9,1408,"9/19/2018, 10:08 AM",2018,9,1408,"9/19/2018, 2:08 PM",519 JOSEPH AVE,Rochester,NY,277,Clinton,Cleared by Arrest - Adult,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,277,Clinton,7
"509 Portland Ave, Rochester, NY, 14605",509 PORTLAND AVE,2018-00254800,2018,10,0150,"10/14/2018, 9:50 PM",2018,10,0151,"10/14/2018, 9:51 PM",2018,10,0151,"10/15/2018, 1:51 AM",509 PORTLAND AVE,Rochester,NY,277,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,277,Clinton,7
"510 Monroe Ave, Rochester, NY, 14607",510 MONROE AVE,2018-00215852,2018,8,0219,"8/30/2018, 10:19 PM",2018,8,0219,"8/30/2018, 10:19 PM",2018,9,0217,"9/2/2018, 2:17 AM",510 MONROE AVE,Rochester,NY,265,Goodman,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,265,Goodman,5
"691 Exchange St, Rochester, NY, 14608",691 EXCHANGE ST,2018-00244253,2018,10,1430,"10/2/2018, 10:30 AM",2018,10,1555,"10/2/2018, 11:55 AM",2018,10,1555,"10/2/2018, 3:55 PM",691 EXCHANGE ST,Rochester,NY,233,Genesee,Warrant Application,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Street,233,Genesee,3
"41 Centennial St, Rochester, NY, 14611",41 CENTENNIAL ST,2018-00240316,2018,9,1815,"9/27/2018, 2:15 PM",2018,9,1815,"9/27/2018, 2:15 PM",2018,9,1840,"9/27/2018, 6:40 PM",41 CENTENNIAL ST,Rochester,NY,203,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Yard,203,Genesee,3
"556 Tremont St, Rochester, NY, 14611",556 TREMONT ST,2018-00215535,2018,9,1822,"9/1/2018, 2:22 PM",2018,9,1822,"9/1/2018, 2:22 PM",2018,9,1822,"9/1/2018, 6:22 PM",556 TREMONT ST,Rochester,NY,213,Genesee,Cleared by Arrest - Adult,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,213,Genesee,3
"280 Chili Ave, Rochester, NY, 14611",280 CHILI AVE,2018-00212441,2018,8,1800,"8/28/2018, 2:00 PM",2018,8,0700,"8/29/2018, 3:00 AM",2018,8,1225,"8/29/2018, 12:25 PM",280 CHILI AVE,Rochester,NY,203,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,203,Genesee,3
"583 Lake Ave, Rochester, NY, 14613",583 LAKE AVE,2018-00224072,2018,9,1945,"9/10/2018, 3:45 PM",2018,9,1947,"9/10/2018, 3:47 PM",2018,9,2027,"9/10/2018, 8:27 PM",583 LAKE AVE,Rochester,NY,251,Lake,Cleared by Arrest - Adult,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,251,Lake,1
"695 North St, Rochester, NY, 14605",695 NORTH ST,2018-00222583,2018,9,2226,"9/8/2018, 6:26 PM",2018,9,2226,"9/8/2018, 6:26 PM",2018,9,2226,"9/8/2018, 10:26 PM",695 NORTH ST,Rochester,NY,277,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,277,Clinton,7
"421 Lyell Ave, Rochester, NY, 14606",421 LYELL AVE,2018-00215156,2018,8,1900,"8/31/2018, 3:00 PM",2018,9,0910,"9/1/2018, 5:10 AM",2018,9,0910,"9/1/2018, 9:10 AM",421 LYELL AVE,Rochester,NY,291,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Auto Sales Lot,291,Lake,1
"191 Campbell St, Rochester, NY, 14611",191 CAMPBELL ST,2018-00260937,2018,10,1420,"10/22/2018, 10:20 AM",2018,10,1619,"10/22/2018, 12:19 PM",2018,10,1620,"10/22/2018, 4:20 PM",191 CAMPBELL ST,Rochester,NY,291,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,291,Lake,1
"291 Champlain St, Rochester, NY, 14608",291 CHAMPLAIN ST,2018-00224649,2018,9,0700,"9/11/2018, 3:00 AM",2018,9,1420,"9/11/2018, 10:20 AM",2018,9,1420,"9/11/2018, 2:20 PM",291 CHAMPLAIN ST,Rochester,NY,233,Genesee,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,233,Genesee,3
"490 North St, Rochester, NY, 14605",490 NORTH ST,2018-00217500,2018,9,0013,"9/3/2018, 8:13 PM",2018,9,0020,"9/3/2018, 8:20 PM",2018,9,0013,"9/4/2018, 12:13 AM",490 NORTH ST,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,287,Clinton,7
"33 Fifth St, Rochester, NY, 14605",33 FIFTH ST,2018-00215573,2018,9,1840,"9/1/2018, 2:40 PM",2018,9,1840,"9/1/2018, 2:40 PM",2018,9,1903,"9/1/2018, 7:03 PM",33 FIFTH ST,Rochester,NY,297,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,297,Clinton,7
"371 Maple St, Rochester, NY, 14611",371 MAPLE ST,2018-00235640,2018,9,0300,"9/21/2018, 11:00 PM",2018,9,0330,"9/21/2018, 11:30 PM",2018,9,1351,"9/22/2018, 1:51 PM",371 MAPLE ST,Rochester,NY,213,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Yard,213,Genesee,3
"546 N Clinton Ave, Rochester, NY, 14605",546 N CLINTON AVE,2018-00257362,2018,10,1800,"10/17/2018, 2:00 PM",2018,10,0600,"10/18/2018, 2:00 AM",2018,10,0605,"10/18/2018, 6:05 AM",546 N CLINTON AVE,Rochester,NY,287,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,287,Clinton,7
"720 N Goodman St, Rochester, NY, 14609",720 N GOODMAN ST,2018-00214638,2018,8,1846,"8/31/2018, 2:46 PM",2018,8,1846,"8/31/2018, 2:46 PM",2018,8,1846,"8/31/2018, 6:46 PM",720 N GOODMAN ST,Rochester,NY,215,Goodman,Cleared by Arrest - Adult,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,215,Goodman,5
"194 Smith St, Rochester, NY, 14608",194 SMITH ST,2018-00219789,2018,9,2000,"9/5/2018, 4:00 PM",2018,9,0652,"9/6/2018, 2:52 AM",2018,9,0652,"9/6/2018, 6:52 AM",194 SMITH ST,Rochester,NY,271,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,271,Lake,1
"161 Weeger St, Rochester, NY, 14605",161 WEEGER ST,2018-00253986,2018,10,2140,"10/13/2018, 5:40 PM",2018,10,2140,"10/13/2018, 5:40 PM",2018,10,2151,"10/13/2018, 9:51 PM",161 WEEGER ST,Rochester,NY,277,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,277,Clinton,7
"282 Adams St, Rochester, NY, 14608",282 ADAMS ST,2018-00224382,2018,9,2130,"9/10/2018, 5:30 PM",2018,9,1015,"9/28/2018, 6:15 AM",2018,9,0821,"9/11/2018, 8:21 AM",282 ADAMS ST,Rochester,NY,213,Genesee,Office,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,213,Genesee,3
"10 School Aly, Rochester, NY, 14614",10 SCHOOL AL,2018-00214361,2018,8,0500,"8/31/2018, 1:00 AM",2018,8,0500,"8/31/2018, 1:00 AM",2018,8,1158,"8/31/2018, 11:58 AM",10 SCHOOL AL,Rochester,NY,209,Central,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,209,Central,9
"115 Merriman St, Rochester, NY, 14607",115 MERRIMAN ST,2018-00255828,2018,10,2020,"10/15/2018, 4:20 PM",2018,10,1100,"10/16/2018, 7:00 AM",2018,10,1156,"10/16/2018, 11:56 AM",115 MERRIMAN ST,Rochester,NY,245,Goodman,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,Motor Vehicle Theft,Completed,* No Weapon Specified *,Motor Vehicle Theft,Multiple Dwelling,245,Goodman,5
